"method","algorithm","l1_error","fro_error","max_abs_error","rep","n","R","factor_type","weight_type","p","fiber_l1_max","slice_l1_max","experiment","p_scalar","sample_multiplier","hetero_strength","alpha_profile","normalized_fiber_l1_max","normalized_slice_l1_max","normalized_l1","normalized_fro"
"unscaled","no_thinning",0.16007063005426,0.00257430894843489,0.000664824810973679,11,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0164613285499443,0.109431832070089,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,14.8151956949499,3.28295496210266,1.46123824791305,1.00322472986578
"unscaled","thinning",0.273205995021362,0.00412089137135089,0.000602521831046994,11,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0164613285499443,0.109431832070089,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,14.8151956949499,3.28295496210266,2.49401810531407,1.60593783249799
"unscaled","no_thinning",0.19309480417126,0.00272046326209794,0.000481997810084302,12,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0168605400138966,0.137532497455579,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,15.1744860125069,4.12597492366737,1.76270633302737,1.04755571297742
"unscaled","thinning",0.348266363650298,0.00468247126305537,0.000732361664207234,12,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0168605400138966,0.137532497455579,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,15.1744860125069,4.12597492366737,3.17922238985942,1.80305670390989
"unscaled","no_thinning",0.196512246988895,0.00306459534498974,0.000603365600044534,13,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0199420919323587,0.132641321144543,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,17.9478827391228,3.9792396343363,1.79390317503074,1.08507007151075
"unscaled","thinning",0.348876107017062,0.00486590278108833,0.000747336697674837,13,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0199420919323587,0.132641321144543,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,17.9478827391228,3.9792396343363,3.18478855979719,1.72285241092982
"unscaled","no_thinning",0.162742535174777,0.00222943951090828,0.000240911425968773,14,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0113638349202393,0.0908900095308413,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,10.2274514282153,2.72670028592524,1.48562929301338,1.04569068612686
"unscaled","thinning",0.28829587314198,0.00373149139737544,0.000530038006671351,14,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0113638349202393,0.0908900095308413,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,10.2274514282153,2.72670028592524,2.63176921592517,1.75020931516922
"unscaled","no_thinning",0.211667902750214,0.00312024112445547,0.000494886787669813,15,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0257790404547726,0.130732046847469,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,23.2011364092954,3.92196140542408,1.9322547506017,0.97168340762902
"unscaled","thinning",0.406521532321114,0.00586461831519111,0.000692992329858332,15,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0257790404547726,0.130732046847469,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,23.2011364092954,3.92196140542408,3.71101688939732,1.82631792917701
"unscaled","no_thinning",0.167597671100113,0.00257434454780315,0.00043015823732631,16,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0210779851203762,0.137742950799722,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,18.9701866083386,4.13228852399167,1.52995041744773,0.886588573120253
"unscaled","thinning",0.316332739646973,0.00463426372123069,0.000745628641795894,16,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0210779851203762,0.137742950799722,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,18.9701866083386,4.13228852399167,2.88770961970093,1.59601218243109
"unscaled","no_thinning",0.186709415849054,0.00266542529585158,0.000329419526955323,17,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0170690015088269,0.118273714502109,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,15.3621013579442,3.54821143506326,1.70441597931899,1.02007583841436
"unscaled","thinning",0.286613790160974,0.00406300915413676,0.000643899247577055,17,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0170690015088269,0.118273714502109,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,15.3621013579442,3.54821143506326,2.61641396938696,1.55494039763253
"unscaled","no_thinning",0.158185587129152,0.00250183674013186,0.000304619150568912,18,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0155188475988995,0.121705459937688,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,13.9669628390095,3.65116379813065,1.44403023904725,1.00415148808253
"unscaled","thinning",0.316053880358626,0.00471504346977978,0.000785762511657245,18,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0155188475988995,0.121705459937688,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,13.9669628390095,3.65116379813065,2.88516399432431,1.89245678609054
"unscaled","no_thinning",0.305105989706066,0.00451077012612424,0.000736730319035484,19,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0217358550832851,0.0962912459327454,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,19.5622695749566,2.88873737798236,2.78522388319919,1.52979182194758
"unscaled","thinning",0.518542446444388,0.00750468845759089,0.000857140946485779,19,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0217358550832851,0.0962912459327454,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,19.5622695749566,2.88873737798236,4.7336232490251,2.54515541862722
"unscaled","no_thinning",0.155869034928239,0.00237363916770124,0.000358070015478007,20,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0155654944935024,0.103096139522852,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,14.0089450441522,3.09288418568557,1.42288310744595,0.951268778343895
"unscaled","thinning",0.296590104539562,0.00454661191474168,0.000688249514705013,20,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0155654944935024,0.103096139522852,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,14.0089450441522,3.09288418568557,2.70748484315222,1.82211770878753
"unscaled","no_thinning",0.155830405286476,0.00220984270518829,0.000334406799080848,21,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0109719290575775,0.11548837894073,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,9.87473615181976,3.46465136822191,1.42253046867625,1.05484796882879
