"method","algorithm","l1_error","fro_error","max_abs_error","rep","n","R","factor_type","weight_type","p","fiber_l1_max","slice_l1_max","experiment","p_scalar","sample_multiplier","hetero_strength","alpha_profile","normalized_fiber_l1_max","normalized_slice_l1_max","normalized_l1","normalized_fro"
"slice_oracle","no_thinning",0.0457265803593675,0.000238202863609926,2.48423400269386e-05,13,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00450288217290731,0.0595396363124244,"dense_heteroskedastic",50,1000,1,0.8,11.2572054322683,2.97698181562122,1.44600143546322,0.793755392689699
"slice_est","no_thinning",0.0456879533602871,0.000237911908788936,2.48366881620712e-05,13,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00450288217290731,0.0595396363124244,"dense_heteroskedastic",50,1000,1,0.8,11.2572054322683,2.97698181562122,1.44477994250051,0.792785853723249
"histogram","no_thinning",0.520490918510894,0.0022342791422964,0.000123285182101276,14,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00440005127900831,0.0627015796787231,"dense_heteroskedastic",50,1000,1,0.8,11.0001281975208,3.13507898393616,16.4593680392752,7.53170956385451
"unscaled","no_thinning",0.0543506364190032,0.000300055640681168,2.2457056802749e-05,14,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00440005127900831,0.0627015796787231,"dense_heteroskedastic",50,1000,1,0.8,11.0001281975208,3.13507898393616,1.71871803363748,1.01148146434562
"oracle","no_thinning",0.0448559577395621,0.000248279003870886,1.68317848467888e-05,14,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00440005127900831,0.0627015796787231,"dense_heteroskedastic",50,1000,1,0.8,11.0001281975208,3.13507898393616,1.41846993085274,0.836943474321954
"oracle_cp","no_thinning",0.0739044809632329,0.00040184637968277,2.84666249469241e-05,14,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00440005127900831,0.0627015796787231,"dense_heteroskedastic",50,1000,1,0.8,11.0001281975208,3.13507898393616,2.33706489136371,1.3546159760263
"slice_oracle","no_thinning",0.0458192830538626,0.000256623192787279,1.70205288031422e-05,14,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00440005127900831,0.0627015796787231,"dense_heteroskedastic",50,1000,1,0.8,11.0001281975208,3.13507898393616,1.44893295206161,0.86507156551454
"slice_est","no_thinning",0.045737002683692,0.000256171140825856,1.69593515211954e-05,14,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00440005127900831,0.0627015796787231,"dense_heteroskedastic",50,1000,1,0.8,11.0001281975208,3.13507898393616,1.446331018297,0.863547707543191
"histogram","no_thinning",0.540679738066381,0.00224688093480585,9.96167650393324e-05,15,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00505630790321954,0.0635816220832653,"dense_heteroskedastic",50,1000,1,0.8,12.6407697580488,3.17908110416327,17.0977945699301,7.0655879248456
"unscaled","no_thinning",0.0552223432132637,0.00029167129872159,2.58098293073757e-05,15,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00505630790321954,0.0635816220832653,"dense_heteroskedastic",50,1000,1,0.8,12.6407697580488,3.17908110416327,1.74628382285455,0.917195555112656
"oracle","no_thinning",0.0452718395134981,0.000226819581374036,1.65330114146327e-05,15,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00505630790321954,0.0635816220832653,"dense_heteroskedastic",50,1000,1,0.8,12.6407697580488,3.17908110416327,1.43162126728263,0.713261513082089
"oracle_cp","no_thinning",0.056019768751491,0.000285813159204244,1.4680648018187e-05,15,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00505630790321954,0.0635816220832653,"dense_heteroskedastic",50,1000,1,0.8,12.6407697580488,3.17908110416327,1.77150063250639,0.89877392929589
"slice_oracle","no_thinning",0.0469985277014956,0.000242785491495115,2.21646418825233e-05,15,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00505630790321954,0.0635816220832653,"dense_heteroskedastic",50,1000,1,0.8,12.6407697580488,3.17908110416327,1.48622394211244,0.763468241891427
"slice_est","no_thinning",0.0469665067315885,0.000242568253630169,2.21716938238589e-05,15,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00505630790321954,0.0635816220832653,"dense_heteroskedastic",50,1000,1,0.8,12.6407697580488,3.17908110416327,1.4852113501345,0.762785111240572
"histogram","no_thinning",0.53733342954791,0.0022388974129951,9.00808313566626e-05,16,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00330715607573827,0.0539715809097138,"dense_heteroskedastic",50,1000,1,0.8,8.26789018934569,2.69857904548569,16.9919750032101,8.70546254036338
"unscaled","no_thinning",0.0505491742179465,0.000251465724103495,1.05571857059239e-05,16,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00330715607573827,0.0539715809097138,"dense_heteroskedastic",50,1000,1,0.8,8.26789018934569,2.69857904548569,1.59850524369372,0.977769427336023
"oracle","no_thinning",0.0459599599943605,0.000220948654432039,1.26923200554312e-05,16,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00330715607573827,0.0539715809097138,"dense_heteroskedastic",50,1000,1,0.8,8.26789018934569,2.69857904548569,1.45338154752399,0.859110481497534
"oracle_cp","no_thinning",0.238459224653359,0.00162276292763704,0.000152173162210865,16,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00330715607573827,0.0539715809097138,"dense_heteroskedastic",50,1000,1,0.8,8.26789018934569,2.69857904548569,7.54074278982389,6.30975845362039
